loyalty_number,country,province,city,gender,education,salary,marital_status,loyalty_card,enrollment_type,enrollment_year,total_points,total_flights_taken
100301,Canada,Ontario,Toronto,Male,Bachelor,70323.0,Divorced,Nova,Standard,,62849.0,41.0
105073,Canada,Ontario,Toronto,Male,College,,Single,Aurora,2018 Promotion,,50718.0,40.0
107385,Canada,British Columbia,Vancouver,Female,Bachelor,87890.0,Divorced,Star,Standard,,27287.0,22.0
112226,Canada,British Columbia,Vancouver,Male,Bachelor,74413.0,Married,Nova,Standard,,70245.0,38.0
118076,Canada,Ontario,Ottawa,Female,Bachelor,98844.0,Divorced,Star,Standard,,60263.0,38.0
126424,Canada,Quebec,Montreal,Male,High School or Below,80289.0,Divorced,Nova,Standard,,34157.0,29.0
148234,Canada,British Columbia,Whistler,Male,Bachelor,92496.0,Married,Nova,Standard,,43820.0,34.0
157766,Canada,British Columbia,Victoria,Male,Bachelor,53636.0,Married,Star,Standard,,49848.0,33.0
173356,Canada,British Columbia,Victoria,Male,College,,Single,Aurora,Standard,,52453.0,32.0
175285,Canada,British Columbia,Vancouver,Female,Bachelor,100240.0,Single,Star,Standard,,61897.0,44.0
185835,Canada,British Columbia,Vancouver,Female,Bachelor,104401.0,Married,Star,Standard,,57617.0,38.0
186901,Canada,Ontario,Toronto,Female,Bachelor,53452.0,Married,Star,Standard,,27832.0,24.0
202761,Canada,Manitoba,Winnipeg,Female,College,,Married,Star,Standard,,0.0,0.0
203577,Canada,Ontario,Toronto,Female,Master,127574.0,Married,Star,Standard,,42645.0,32.0
207492,Canada,Ontario,Thunder Bay,Female,Doctor,149992.0,Married,Nova,Standard,,70183.0,42.0
207865,Canada,Ontario,Toronto,Female,Master,118530.0,Single,Star,Standard,,41121.0,35.0
209729,Canada,Ontario,London,Female,Master,117771.0,Single,Star,Standard,,71969.0,45.0
249982,Canada,British Columbia,West Vancouver,Male,Bachelor,93688.0,Married,Nova,Standard,,78776.0,48.0
256483,Canada,British Columbia,Vancouver,Female,College,,Married,Aurora,Standard,,55935.0,39.0
260855,Canada,Manitoba,Winnipeg,Male,Bachelor,57510.0,Single,Star,Standard,,58786.0,49.0
278676,Canada,Ontario,Toronto,Male,Bachelor,79589.0,Married,Star,Standard,,57409.0,38.0
280828,Canada,British Columbia,Vancouver,Male,High School or Below,51930.0,Married,Star,Standard,,65079.0,39.0
289921,Canada,Quebec,Quebec City,Female,Bachelor,65096.0,Single,Aurora,Standard,,66665.0,42.0
293343,Canada,Quebec,Montreal,Male,Bachelor,58655.0,Married,Aurora,Standard,,4740.0,3.0
319012,Canada,Ontario,Kingston,Male,Bachelor,91870.0,Single,Nova,Standard,,50274.0,33.0
323720,Canada,Ontario,Toronto,Female,Bachelor,78690.0,Divorced,Star,Standard,,32942.0,25.0
328754,Canada,Ontario,Toronto,Male,College,,Single,Star,Standard,,60748.0,42.0
359693,Canada,Newfoundland,St. John's,Male,High School or Below,44903.0,Married,Star,Standard,,58949.0,44.0
368669,Canada,British Columbia,Vancouver,Male,Bachelor,69215.0,Divorced,Star,Standard,,1396.0,1.0
370877,Canada,Newfoundland,St. John's,Female,Bachelor,60758.0,Married,Star,Standard,,79662.0,53.0
380183,Canada,Ontario,Toronto,Male,College,,Single,Star,Standard,,61268.0,40.0
407433,Canada,British Columbia,Vancouver,Female,Bachelor,82547.0,Married,Star,Standard,,58458.0,41.0
414757,Canada,British Columbia,Vancouver,Female,Bachelor,47379.0,Married,Nova,Standard,,41228.0,28.0
420222,Canada,Newfoundland,St. John's,Male,College,,Married,Star,Standard,,71968.0,41.0
441113,Canada,Nova Scotia,Halifax,Male,Bachelor,55701.0,Single,Nova,Standard,,27962.0,19.0
447401,Canada,New Brunswick,Moncton,Male,Bachelor,64458.0,Married,Nova,Standard,,35844.0,30.0
459163,Canada,Quebec,Montreal,Male,Bachelor,51510.0,Married,Nova,Standard,,56312.0,32.0
496159,Canada,New Brunswick,Fredericton,Female,Master,79329.0,Divorced,Star,Standard,,36584.0,31.0
500026,Canada,British Columbia,Vancouver,Male,College,,Married,Star,Standard,,30840.0,24.0
522408,Canada,Quebec,Montreal,Male,Bachelor,88140.0,Single,Star,Standard,,44471.0,31.0
