loyalty_number,country,province,city,gender,education,salary,marital_status,loyalty_card,enrollment_type,enrollment_year,total_points,total_flights_taken
100590,Canada,British Columbia,Vancouver,Female,Bachelor,69841.0,Married,Star,2018 Promotion,,46422.0,28.0
105193,Canada,New Brunswick,Fredericton,Female,Bachelor,92396.0,Married,Nova,Standard,,6621.0,3.0
162013,Canada,Nova Scotia,Halifax,Female,Bachelor,70540.0,Divorced,Star,Standard,,50165.0,30.0
165138,Canada,New Brunswick,Fredericton,Male,College,,Married,Star,Standard,,64284.0,33.0
167515,Canada,Ontario,Sudbury,Female,College,,Married,Star,Standard,,57104.0,40.0
183025,Canada,British Columbia,Vancouver,Male,Bachelor,68565.0,Divorced,Star,Standard,,58169.0,36.0
201709,Canada,British Columbia,Vancouver,Male,College,,Married,Aurora,Standard,,62913.0,42.0
206366,Canada,Ontario,Ottawa,Male,High School or Below,46991.0,Divorced,Nova,Standard,,73100.0,49.0
226842,Canada,Quebec,Quebec City,Female,Bachelor,73823.0,Single,Nova,Standard,,80115.0,50.0
249813,Canada,Quebec,Montreal,Male,College,,Married,Nova,Standard,,70086.0,58.0
280602,Canada,Nova Scotia,Halifax,Female,Bachelor,82444.0,Married,Nova,Standard,,0.0,0.0
294617,Canada,Saskatchewan,Regina,Female,College,,Married,Nova,Standard,,51939.0,37.0
311363,Canada,Quebec,Tremblant,Female,Bachelor,103675.0,Married,Aurora,Standard,,40963.0,34.0
334329,Canada,Alberta,Edmonton,Female,Bachelor,58725.0,Married,Star,Standard,,39023.0,35.0
446968,Canada,British Columbia,Victoria,Male,Bachelor,102934.0,Single,Star,Standard,,0.0,0.0
462701,Canada,British Columbia,Vancouver,Male,Bachelor,77621.0,Divorced,Aurora,Standard,,56236.0,35.0
471098,Canada,Quebec,Montreal,Male,Bachelor,86536.0,Divorced,Star,Standard,,53796.0,33.0
478785,Canada,British Columbia,Vancouver,Male,College,,Married,Star,Standard,,35758.0,21.0
490563,Canada,Ontario,Toronto,Male,Bachelor,68546.0,Single,Star,Standard,,35178.0,24.0
495942,Canada,Ontario,Trenton,Female,Bachelor,60228.0,Married,Nova,Standard,,48594.0,32.0
497854,Canada,Ontario,Kingston,Male,Bachelor,91970.0,Married,Star,Standard,,54583.0,40.0
502390,Canada,Ontario,Toronto,Female,Bachelor,51999.0,Married,Aurora,Standard,,79402.0,51.0
526765,Canada,Ontario,Trenton,Female,Bachelor,62237.0,Married,Nova,Standard,,73082.0,49.0
528160,Canada,Nova Scotia,Halifax,Male,Bachelor,95584.0,Married,Nova,Standard,,48974.0,33.0
538902,Canada,British Columbia,Whistler,Female,College,,Single,Star,Standard,,21004.0,15.0
547575,Canada,Nova Scotia,Halifax,Female,College,,Single,Nova,Standard,,50904.0,39.0
586446,Canada,Ontario,Ottawa,Male,College,,Single,Nova,Standard,,54933.0,33.0
603446,Canada,Quebec,Montreal,Female,Bachelor,100315.0,Married,Star,Standard,,56839.0,40.0
610860,Canada,Ontario,Toronto,Male,Bachelor,85084.0,Married,Nova,Standard,,0.0,0.0
614164,Canada,Ontario,Toronto,Female,Bachelor,66461.0,Married,Nova,Standard,,53630.0,45.0
625524,Canada,Ontario,Toronto,Female,Bachelor,65206.0,Single,Star,Standard,,45954.0,26.0
628578,Canada,Ontario,Toronto,Male,Bachelor,63550.0,Married,Nova,Standard,,71265.0,47.0
634807,Canada,Alberta,Calgary,Female,College,,Single,Star,Standard,,61046.0,40.0
