loyalty_number,country,province,city,gender,education,salary,marital_status,loyalty_card,enrollment_type,enrollment_year,total_points,total_flights_taken
104103,Canada,British Columbia,Vancouver,Male,College,,Married,Nova,Standard,,40470.0,32.0
106477,Canada,British Columbia,Victoria,Male,Bachelor,52935.0,Divorced,Star,Standard,,29743.0,23.0
108264,Canada,Saskatchewan,Regina,Female,Bachelor,60970.0,Married,Star,Standard,,103366.0,68.0
130368,Canada,Ontario,Toronto,Male,Bachelor,92859.0,Married,Star,Standard,,60011.0,39.0
135872,Canada,Ontario,Toronto,Male,High School or Below,59334.0,Divorced,Aurora,Standard,,4006.0,2.0
150141,Canada,Newfoundland,St. John's,Female,Bachelor,53061.0,Married,Star,Standard,,5450.0,4.0
157200,Canada,Saskatchewan,Regina,Male,College,,Single,Star,Standard,,50054.0,35.0
164013,Canada,Ontario,London,Female,Bachelor,80455.0,Married,Star,Standard,,69555.0,45.0
171906,Canada,Quebec,Montreal,Female,Bachelor,62609.0,Married,Star,Standard,,31441.0,28.0
192556,Canada,Quebec,Montreal,Male,College,,Single,Star,Standard,,2486.0,2.0
197062,Canada,Ontario,Toronto,Male,Bachelor,69334.0,Married,Nova,Standard,,20215.0,11.0
197239,Canada,New Brunswick,Moncton,Female,Bachelor,54038.0,Married,Nova,Standard,,0.0,0.0
212350,Canada,Ontario,Ottawa,Female,College,,Married,Aurora,Standard,,56585.0,39.0
221721,Canada,Ontario,Toronto,Male,Bachelor,58025.0,Divorced,Nova,Standard,,40944.0,31.0
227239,Canada,Ontario,Toronto,Male,Bachelor,47515.0,Divorced,Nova,Standard,,48061.0,33.0
228557,Canada,British Columbia,Vancouver,Male,Bachelor,57633.0,Married,Aurora,Standard,,14920.0,14.0
231755,Canada,British Columbia,Whistler,Female,College,,Married,Nova,Standard,,59667.0,41.0
273144,Canada,Ontario,Thunder Bay,Male,Bachelor,100633.0,Married,Aurora,Standard,,70229.0,44.0
298817,Canada,Alberta,Calgary,Female,Bachelor,84597.0,Divorced,Nova,Standard,,52777.0,32.0
359275,Canada,Saskatchewan,Regina,Female,Bachelor,69696.0,Single,Nova,Standard,,58362.0,41.0
387568,Canada,Ontario,Toronto,Female,Bachelor,59082.0,Single,Star,Standard,,63269.0,44.0
397377,Canada,British Columbia,Dawson Creek,Female,Bachelor,62816.0,Married,Nova,Standard,,37616.0,26.0
398305,Canada,Quebec,Hull,Male,College,,Single,Aurora,2018 Promotion,,194835.0,65.0
401858,Canada,Ontario,Toronto,Male,College,,Divorced,Star,Standard,,19175.0,12.0
413853,Canada,Ontario,Toronto,Female,Bachelor,84015.0,Married,Star,Standard,,26280.0,21.0
423686,Canada,Ontario,Kingston,Female,College,,Married,Nova,Standard,,48290.0,38.0
445247,Canada,British Columbia,Dawson Creek,Female,Bachelor,60773.0,Married,Star,Standard,,0.0,0.0
448912,Canada,Ontario,Toronto,Male,College,,Married,Star,Standard,,60825.0,42.0
450995,Canada,Ontario,Ottawa,Male,College,,Single,Aurora,2018 Promotion,,178392.0,68.0
452417,Canada,Alberta,Edmonton,Male,Bachelor,59382.0,Married,Aurora,Standard,,66631.0,48.0
470022,Canada,Ontario,Toronto,Male,College,,Single,Star,Standard,,48179.0,34.0
476875,Canada,Ontario,Toronto,Male,Bachelor,60641.0,Married,Aurora,Standard,,49098.0,28.0
479359,Canada,Manitoba,Winnipeg,Male,Bachelor,80541.0,Married,Star,Standard,,0.0,0.0
