loyalty_number,country,province,city,gender,education,salary,marital_status,loyalty_card,enrollment_type,enrollment_year,total_points,total_flights_taken
105921,Canada,Quebec,Hull,Female,Bachelor,77255.0,Married,Star,Standard,,70250.0,49.0
130446,Canada,British Columbia,Victoria,Female,College,,Married,Star,2018 Promotion,,95556.0,38.0
132045,Canada,Alberta,Banff,Male,Bachelor,57706.0,Divorced,Star,Standard,,46018.0,32.0
144565,Canada,British Columbia,West Vancouver,Female,High School or Below,74375.0,Married,Star,Standard,,45387.0,35.0
148690,Canada,British Columbia,Victoria,Male,Bachelor,70482.0,Married,Nova,Standard,,58786.0,42.0
163970,Canada,New Brunswick,Moncton,Male,College,,Single,Star,Standard,,59477.0,41.0
166712,Canada,Saskatchewan,Regina,Male,Master,114551.0,Single,Star,Standard,,64052.0,39.0
169932,Canada,Quebec,Quebec City,Male,Bachelor,47237.0,Single,Star,Standard,,63842.0,42.0
176284,Canada,Alberta,Edmonton,Male,College,,Married,Nova,Standard,,42619.0,26.0
185815,Canada,Ontario,Kingston,Female,Bachelor,77615.0,Married,Star,Standard,,0.0,0.0
242917,Canada,Quebec,Montreal,Female,Bachelor,77314.0,Married,Aurora,Standard,,71814.0,40.0
248885,Canada,British Columbia,Vancouver,Female,College,,Single,Aurora,Standard,,68201.0,43.0
252531,Canada,New Brunswick,Moncton,Male,Bachelor,50790.0,Married,Aurora,Standard,,0.0,0.0
261964,Canada,Quebec,Montreal,Female,College,,Single,Nova,Standard,,55633.0,39.0
271235,Canada,British Columbia,Victoria,Female,College,,Divorced,Nova,Standard,,33634.0,20.0
272476,Canada,Nova Scotia,Halifax,Male,College,,Married,Aurora,Standard,,36970.0,22.0
312630,Canada,British Columbia,West Vancouver,Male,College,,Single,Aurora,Standard,,42353.0,25.0
323448,Canada,Ontario,Toronto,Male,College,,Single,Star,Standard,,84538.0,50.0
352490,Canada,Alberta,Edmonton,Female,High School or Below,44154.0,Married,Star,Standard,,88192.0,54.0
353032,Canada,British Columbia,West Vancouver,Female,College,,Single,Star,Standard,,75553.0,48.0
359466,Canada,Ontario,Ottawa,Male,Doctor,83662.0,Married,Nova,Standard,,73014.0,43.0
360981,Canada,Quebec,Montreal,Male,Bachelor,48398.0,Married,Star,Standard,,20539.0,15.0
363780,Canada,British Columbia,Vancouver,Male,College,,Divorced,Nova,Standard,,20034.0,13.0
366911,Canada,Ontario,Toronto,Male,College,,Single,Star,Standard,,82795.0,58.0
369416,Canada,British Columbia,Vancouver,Male,Bachelor,91592.0,Married,Nova,Standard,,19215.0,12.0
408838,Canada,Ontario,London,Male,Bachelor,81833.0,Married,Nova,Standard,,46193.0,27.0
416940,Canada,Ontario,Toronto,Male,Bachelor,92796.0,Divorced,Aurora,Standard,,15363.0,16.0
425436,Canada,British Columbia,Vancouver,Female,Bachelor,51018.0,Divorced,Aurora,Standard,,78803.0,46.0
426302,Canada,Ontario,Toronto,Female,Bachelor,89394.0,Married,Star,Standard,,29003.0,22.0
439068,Canada,Quebec,Montreal,Male,Bachelor,63184.0,Married,Aurora,Standard,,3897.0,3.0
441313,Canada,Ontario,Trenton,Female,Bachelor,75899.0,Married,Star,Standard,,68311.0,37.0
441356,Canada,British Columbia,Vancouver,Male,College,,Single,Nova,Standard,,37983.0,26.0
462495,Canada,Ontario,Toronto,Male,Bachelor,103189.0,Married,Star,Standard,,54176.0,39.0
464105,Canada,Manitoba,Winnipeg,Female,Bachelor,94092.0,Married,Nova,Standard,,69928.0,39.0
481699,Canada,Alberta,Calgary,Female,High School or Below,66761.0,Married,Star,Standard,,0.0,0.0
