loyalty_number,country,province,city,gender,education,salary,marital_status,loyalty_card,enrollment_type,enrollment_year,total_points,total_flights_taken
114903,Canada,British Columbia,Vancouver,Male,Bachelor,58414.0,Married,Nova,Standard,,53090.0,36.0
120393,Canada,Quebec,Tremblant,Female,High School or Below,80919.0,Single,Star,Standard,,57003.0,38.0
153582,Canada,Ontario,Sudbury,Female,College,,Single,Nova,2018 Promotion,,108705.0,46.0
182490,Canada,British Columbia,Vancouver,Female,Bachelor,86323.0,Divorced,Star,Standard,,38758.0,30.0
186754,Canada,Ontario,Toronto,Female,Doctor,180440.0,Single,Star,Standard,,76332.0,42.0
188218,Canada,Ontario,Toronto,Male,College,,Married,Star,Standard,,0.0,0.0
193917,Canada,Ontario,Thunder Bay,Male,College,,Married,Aurora,Standard,,54781.0,31.0
229677,Canada,British Columbia,Vancouver,Female,Bachelor,75952.0,Married,Star,Standard,,70404.0,43.0
237105,Canada,New Brunswick,Moncton,Male,Bachelor,52589.0,Divorced,Star,Standard,,40822.0,28.0
301563,Canada,Quebec,Hull,Male,College,,Divorced,Star,Standard,,53239.0,37.0
313860,Canada,Yukon,Whitehorse,Male,Bachelor,59362.0,Married,Star,Standard,,83647.0,47.0
323154,Canada,British Columbia,Vancouver,Female,Master,81333.0,Single,Nova,Standard,,88662.0,55.0
337818,Canada,British Columbia,Vancouver,Male,Bachelor,61449.0,Married,Aurora,Standard,,90016.0,57.0
343383,Canada,Alberta,Edmonton,Male,Bachelor,71335.0,Married,Star,Standard,,50524.0,33.0
350238,Canada,Ontario,Ottawa,Male,Bachelor,50227.0,Married,Star,Standard,,69997.0,35.0
352242,Canada,British Columbia,Victoria,Female,Bachelor,83322.0,Married,Aurora,Standard,,49213.0,35.0
353486,Canada,Nova Scotia,Halifax,Male,Bachelor,56868.0,Married,Aurora,Standard,,64508.0,39.0
366654,Canada,Quebec,Quebec City,Male,College,,Single,Aurora,Standard,,97747.0,56.0
369242,Canada,Newfoundland,St. John's,Female,Master,75891.0,Divorced,Aurora,Standard,,54192.0,33.0
373501,Canada,New Brunswick,Fredericton,Male,High School or Below,56505.0,Married,Star,Standard,,56272.0,33.0
373665,Canada,British Columbia,West Vancouver,Male,Bachelor,100159.0,Married,Nova,Standard,,0.0,0.0
381471,Canada,Quebec,Montreal,Female,Bachelor,81032.0,Married,Nova,Standard,,0.0,0.0
413050,Canada,Ontario,Toronto,Female,College,,Married,Star,Standard,,80284.0,47.0
424098,Canada,British Columbia,Vancouver,Male,College,,Single,Aurora,Standard,,54914.0,40.0
432255,Canada,Quebec,Montreal,Male,Bachelor,92867.0,Married,Nova,Standard,,69427.0,48.0
436266,Canada,Ontario,Toronto,Female,Bachelor,64222.0,Married,Star,Standard,,27990.0,17.0
438023,Canada,British Columbia,West Vancouver,Male,College,,Married,Star,Standard,,29121.0,26.0
438822,Canada,British Columbia,Victoria,Male,Bachelor,53594.0,Married,Nova,Standard,,59294.0,40.0
440320,Canada,Quebec,Montreal,Female,Bachelor,54729.0,Single,Star,Standard,,84343.0,48.0
456887,Canada,British Columbia,Vancouver,Male,High School or Below,62283.0,Married,Nova,Standard,,53510.0,36.0
460043,Canada,Quebec,Montreal,Male,Bachelor,65612.0,Married,Star,Standard,,63476.0,38.0
467249,Canada,British Columbia,Vancouver,Male,Bachelor,65762.0,Married,Star,Standard,,21704.0,12.0
504564,Canada,Saskatchewan,Regina,Female,Bachelor,76123.0,Single,Aurora,Standard,,22377.0,16.0
507360,Canada,Quebec,Montreal,Female,Bachelor,77363.0,Married,Star,Standard,,0.0,0.0
517087,Canada,Nova Scotia,Halifax,Male,Bachelor,76329.0,Married,Star,Standard,,60283.0,40.0
528693,Canada,Ontario,Toronto,Male,Bachelor,57584.0,Divorced,Aurora,Standard,,52668.0,29.0
546231,Canada,Quebec,Montreal,Male,Bachelor,91238.0,Married,Nova,Standard,,59822.0,33.0
552221,Canada,New Brunswick,Fredericton,Male,High School or Below,81391.0,Married,Star,Standard,,0.0,0.0
552823,Canada,Manitoba,Winnipeg,Female,College,,Single,Nova,Standard,,33050.0,23.0
572927,Canada,New Brunswick,Fredericton,Male,Bachelor,75537.0,Divorced,Star,Standard,,27036.0,18.0
574745,Canada,Quebec,Montreal,Female,Bachelor,50433.0,Married,Nova,Standard,,0.0,0.0
586164,Canada,Ontario,Trenton,Female,Bachelor,55303.0,Married,Nova,Standard,,69418.0,38.0
