loyalty_number,country,province,city,gender,education,salary,marital_status,loyalty_card,enrollment_type,enrollment_year,total_points,total_flights_taken
105688,Canada,British Columbia,Vancouver,Female,College,,Married,Aurora,Standard,,71537.0,45.0
132774,Canada,Quebec,Quebec City,Female,Doctor,171815.0,Divorced,Star,Standard,,60688.0,39.0
133066,Canada,British Columbia,Vancouver,Female,College,,Single,Star,Standard,,60173.0,37.0
140768,Canada,Alberta,Banff,Male,High School or Below,79046.0,Married,Nova,Standard,,46601.0,29.0
154644,Canada,Nova Scotia,Halifax,Female,Bachelor,57377.0,Single,Nova,Standard,,72993.0,43.0
168026,Canada,Ontario,Toronto,Male,College,,Single,Star,Standard,,46354.0,29.0
168385,Canada,Quebec,Hull,Female,Bachelor,51430.0,Married,Aurora,Standard,,39578.0,32.0
204111,Canada,Ontario,Kingston,Male,College,,Single,Star,Standard,,6164.0,3.0
239749,Canada,Ontario,Ottawa,Female,College,,Divorced,Star,2018 Promotion,,133488.0,53.0
248011,Canada,Ontario,Toronto,Male,College,,Married,Nova,Standard,,51146.0,33.0
252679,Canada,New Brunswick,Fredericton,Female,Bachelor,71908.0,Married,Nova,Standard,,34988.0,23.0
256003,Canada,British Columbia,Vancouver,Male,College,,Single,Aurora,Standard,,69597.0,48.0
258408,Canada,Ontario,Trenton,Male,Bachelor,49612.0,Divorced,Aurora,2018 Promotion,,126234.0,59.0
288735,Canada,Quebec,Hull,Female,Bachelor,52659.0,Married,Aurora,Standard,,33264.0,23.0
293266,Canada,Quebec,Montreal,Female,Bachelor,53061.0,Married,Aurora,Standard,,56581.0,35.0
295423,Canada,British Columbia,Vancouver,Male,College,,Divorced,Star,Standard,,51253.0,41.0
298813,Canada,British Columbia,Vancouver,Male,College,,Married,Aurora,Standard,,38803.0,23.0
300460,Canada,Saskatchewan,Regina,Female,Bachelor,61099.0,Married,Aurora,Standard,,14038.0,8.0
308362,Canada,Nova Scotia,Halifax,Female,Bachelor,63567.0,Married,Aurora,Standard,,71804.0,44.0
313732,Canada,British Columbia,Whistler,Male,Bachelor,87330.0,Married,Star,Standard,,30580.0,24.0
354150,Canada,Manitoba,Winnipeg,Male,Bachelor,74293.0,Single,Aurora,Standard,,30833.0,22.0
372755,Canada,British Columbia,Vancouver,Male,Bachelor,94089.0,Married,Aurora,Standard,,46377.0,32.0
375105,Canada,Nova Scotia,Halifax,Male,Bachelor,55001.0,Divorced,Nova,Standard,,50065.0,35.0
383421,Canada,British Columbia,Vancouver,Male,College,,Married,Aurora,Standard,,67800.0,39.0
418753,Canada,Ontario,Toronto,Male,College,,Single,Nova,Standard,,53611.0,29.0
419818,Canada,Quebec,Montreal,Male,Bachelor,61895.0,Married,Star,Standard,,50666.0,31.0
423711,Canada,British Columbia,Vancouver,Female,Bachelor,54960.0,Married,Aurora,Standard,,0.0,0.0
428376,Canada,Quebec,Hull,Female,Bachelor,52904.0,Single,Nova,Standard,,45944.0,33.0
432655,Canada,Ontario,Toronto,Male,Bachelor,71870.0,Divorced,Aurora,2018 Promotion,,54594.0,25.0
435129,Canada,Ontario,Toronto,Female,Bachelor,74825.0,Married,Star,Standard,,50231.0,34.0
