loyalty_number,country,province,city,gender,education,salary,marital_status,loyalty_card,enrollment_type,enrollment_year,total_points,total_flights_taken
103758,Canada,British Columbia,Vancouver,Female,Bachelor,103461.0,Single,Star,Standard,,27295.0,18.0
131990,Canada,Ontario,Toronto,Male,Bachelor,92766.0,Married,Star,Standard,,39210.0,29.0
136169,Canada,Quebec,Montreal,Female,Bachelor,78672.0,Married,Nova,Standard,,72972.0,51.0
151399,Canada,Manitoba,Winnipeg,Female,Bachelor,75346.0,Married,Nova,Standard,,62798.0,36.0
164983,Canada,Quebec,Quebec City,Male,Bachelor,61361.0,Divorced,Star,Standard,,40229.0,30.0
180137,Canada,British Columbia,Vancouver,Male,Bachelor,71815.0,Married,Nova,Standard,,20557.0,12.0
193946,Canada,British Columbia,Vancouver,Male,Bachelor,99256.0,Married,Star,Standard,,6096.0,3.0
196240,Canada,Ontario,Toronto,Female,Bachelor,93601.0,Single,Nova,Standard,,58572.0,36.0
200764,Canada,British Columbia,Vancouver,Female,Bachelor,94155.0,Married,Star,Standard,,8552.0,5.0
204686,Canada,Quebec,Quebec City,Male,Bachelor,84147.0,Married,Star,Standard,,44620.0,32.0
233774,Canada,British Columbia,Vancouver,Female,College,,Married,Star,Standard,,26648.0,14.0
237018,Canada,Quebec,Montreal,Male,Bachelor,58372.0,Divorced,Nova,Standard,,70338.0,41.0
237434,Canada,Ontario,Toronto,Male,Bachelor,48369.0,Married,Star,Standard,,44051.0,35.0
237888,Canada,Ontario,Toronto,Male,Bachelor,85364.0,Married,Star,Standard,,45154.0,32.0
242980,Canada,Ontario,Toronto,Male,Bachelor,72503.0,Married,Aurora,Standard,,0.0,0.0
249408,Canada,Saskatchewan,Regina,Female,College,,Married,Nova,2018 Promotion,,101826.0,34.0
261767,Canada,Ontario,Toronto,Male,Bachelor,68521.0,Married,Aurora,Standard,,0.0,0.0
277565,Canada,Manitoba,Winnipeg,Female,High School or Below,42867.0,Married,Aurora,Standard,,83723.0,56.0
302158,Canada,Quebec,Hull,Male,Bachelor,50947.0,Married,Nova,Standard,,68839.0,46.0
315242,Canada,Alberta,Edmonton,Male,Bachelor,74379.0,Married,Aurora,Standard,,0.0,0.0
338212,Canada,Quebec,Hull,Female,Bachelor,54507.0,Divorced,Nova,Standard,,41607.0,24.0
338838,Canada,New Brunswick,Moncton,Female,College,,Single,Nova,Standard,,46082.0,32.0
347142,Canada,British Columbia,Kelowna,Male,Bachelor,88363.0,Married,Star,Standard,,44337.0,27.0
358012,Canada,Quebec,Montreal,Female,Bachelor,73654.0,Married,Star,2018 Promotion,,92604.0,45.0
416127,Canada,British Columbia,Vancouver,Male,Bachelor,95365.0,Divorced,Nova,Standard,,28028.0,23.0
441389,Canada,Ontario,Toronto,Male,Bachelor,47733.0,Divorced,Star,Standard,,62315.0,47.0
443231,Canada,Alberta,Calgary,Male,Bachelor,56651.0,Divorced,Star,Standard,,49374.0,40.0
453971,Canada,Ontario,Toronto,Male,College,,Single,Star,Standard,,33660.0,20.0
472787,Canada,Ontario,Toronto,Male,Bachelor,49125.0,Divorced,Star,Standard,,61329.0,42.0
472933,Canada,New Brunswick,Fredericton,Female,Bachelor,76281.0,Married,Nova,Standard,,53635.0,35.0
490387,Canada,Ontario,Toronto,Female,Bachelor,91250.0,Divorced,Nova,Standard,,0.0,0.0
498793,Canada,British Columbia,Victoria,Male,Bachelor,71792.0,Married,Star,Standard,,64847.0,42.0
507486,Canada,Ontario,Toronto,Male,Bachelor,80853.0,Married,Nova,Standard,,65321.0,36.0
539854,Canada,Ontario,Toronto,Female,Bachelor,53487.0,Married,Nova,Standard,,32516.0,17.0
546163,Canada,British Columbia,West Vancouver,Female,College,,Married,Nova,2018 Promotion,,129033.0,60.0
549751,Canada,New Brunswick,Fredericton,Female,Bachelor,86214.0,Married,Star,Standard,,61247.0,48.0
555541,Canada,British Columbia,Vancouver,Male,College,,Single,Star,Standard,,29395.0,27.0
562737,Canada,British Columbia,Dawson Creek,Female,Doctor,123647.0,Single,Star,Standard,,63244.0,48.0
568786,Canada,British Columbia,Vancouver,Male,Doctor,186101.0,Married,Star,Standard,,56814.0,42.0
576658,Canada,British Columbia,West Vancouver,Female,College,,Married,Nova,2018 Promotion,,134034.0,58.0
577232,Canada,Saskatchewan,Regina,Male,Bachelor,46831.0,Married,Aurora,Standard,,0.0,0.0
577901,Canada,Nova Scotia,Halifax,Male,Bachelor,76723.0,Married,Star,Standard,,23901.0,13.0
588015,Canada,Quebec,Quebec City,Male,Bachelor,54250.0,Married,Star,Standard,,45899.0,31.0
631853,Canada,Alberta,Edmonton,Female,Bachelor,62862.0,Married,Aurora,Standard,,96730.0,64.0
632130,Canada,Ontario,Toronto,Male,Bachelor,59082.0,Single,Nova,Standard,,77331.0,49.0
633734,Canada,Manitoba,Winnipeg,Male,Bachelor,53661.0,Married,Aurora,Standard,,27282.0,17.0
635517,Canada,Ontario,Ottawa,Female,Doctor,281486.0,Married,Nova,Standard,,14916.0,11.0
638253,Canada,Quebec,Hull,Female,Master,117771.0,Single,Star,Standard,,76605.0,49.0
656036,Canada,Quebec,Montreal,Male,Bachelor,74679.0,Single,Aurora,Standard,,17224.0,12.0
