loyalty_number,country,province,city,gender,education,salary,marital_status,loyalty_card,enrollment_type,enrollment_year,total_points,total_flights_taken
104431,Canada,Manitoba,Winnipeg,Female,Doctor,243591.0,Married,Nova,Standard,,77644.0,43.0
107835,Canada,Ontario,Toronto,Female,Doctor,50363.0,Single,Star,Standard,,7565.0,5.0
123164,Canada,British Columbia,Vancouver,Female,College,,Married,Nova,Standard,,50607.0,38.0
134760,Canada,Quebec,Montreal,Female,Bachelor,76410.0,Single,Nova,Standard,,68281.0,46.0
139682,Canada,Newfoundland,St. John's,Male,Bachelor,50847.0,Married,Star,Standard,,0.0,0.0
169129,Canada,Ontario,Toronto,Female,College,,Single,Aurora,Standard,,71953.0,47.0
170965,Canada,Ontario,Sudbury,Female,College,,Single,Nova,Standard,,61168.0,40.0
199493,Canada,British Columbia,Dawson Creek,Female,College,,Married,Nova,Standard,,0.0,0.0
252954,Canada,British Columbia,Whistler,Male,College,,Single,Star,Standard,,58436.0,38.0
284621,Canada,British Columbia,Vancouver,Female,College,,Single,Star,Standard,,36848.0,29.0
300023,Canada,Quebec,Montreal,Female,Bachelor,48759.0,Married,Nova,Standard,,86335.0,51.0
307233,Canada,New Brunswick,Moncton,Male,College,,Single,Aurora,Standard,,68018.0,48.0
319387,Canada,Quebec,Quebec City,Female,Bachelor,86057.0,Married,Nova,Standard,,60050.0,37.0
332082,Canada,Ontario,Toronto,Female,Bachelor,71730.0,Married,Nova,Standard,,64496.0,40.0
340574,Canada,Ontario,Toronto,Female,Bachelor,95072.0,Married,Star,Standard,,51471.0,33.0
362055,Canada,Alberta,Banff,Male,College,,Single,Star,Standard,,78715.0,52.0
380031,Canada,Quebec,Montreal,Male,Bachelor,77304.0,Married,Aurora,Standard,,75283.0,44.0
419893,Canada,Ontario,Toronto,Male,College,,Single,Aurora,Standard,,63652.0,40.0
426990,Canada,Ontario,Toronto,Male,Bachelor,57240.0,Married,Nova,Standard,,73730.0,46.0
429244,Canada,British Columbia,Dawson Creek,Female,Bachelor,52985.0,Married,Aurora,Standard,,53582.0,37.0
