loyalty_number,country,province,city,gender,education,salary,marital_status,loyalty_card,enrollment_type,enrollment_year,total_points,total_flights_taken
101487,Canada,Quebec,Montreal,Male,Bachelor,91817.0,Married,Aurora,Standard,,72589.0,56.0
103823,Canada,Ontario,Toronto,Female,High School or Below,52820.0,Married,Nova,Standard,,57809.0,42.0
106001,Canada,Quebec,Montreal,Female,High School or Below,39000.0,Single,Star,Standard,,119565.0,76.0
111022,Canada,Manitoba,Winnipeg,Female,College,,Divorced,Nova,Standard,,44035.0,28.0
114414,Canada,Ontario,Toronto,Male,College,,Married,Nova,Standard,,98309.0,57.0
118418,Canada,Quebec,Quebec City,Male,Bachelor,50847.0,Married,Aurora,2018 Promotion,,136680.0,63.0
140191,Canada,New Brunswick,Fredericton,Female,High School or Below,79644.0,Divorced,Nova,Standard,,31799.0,19.0
140419,Canada,Quebec,Montreal,Female,Bachelor,78830.0,Married,Star,Standard,,33840.0,29.0
141497,Canada,Quebec,Quebec City,Female,Bachelor,57611.0,Married,Star,2018 Promotion,,56664.0,22.0
153626,Canada,Quebec,Quebec City,Female,Bachelor,54633.0,Married,Star,Standard,,61683.0,33.0
159344,Canada,British Columbia,Vancouver,Female,Bachelor,62198.0,Married,Aurora,Standard,,74422.0,49.0
193020,Canada,British Columbia,Victoria,Male,Bachelor,58844.0,Married,Aurora,2018 Promotion,,88923.0,34.0
193824,Canada,Quebec,Montreal,Female,High School or Below,39426.0,Married,Star,Standard,,54830.0,39.0
201343,Canada,Quebec,Montreal,Male,Bachelor,55131.0,Divorced,Star,Standard,,39607.0,26.0
213113,Canada,Ontario,Toronto,Male,Bachelor,79101.0,Married,Nova,Standard,,45476.0,35.0
213297,Canada,Ontario,Ottawa,Female,Bachelor,52172.0,Single,Nova,Standard,,53799.0,36.0
213545,Canada,Ontario,Toronto,Female,Bachelor,72656.0,Divorced,Star,Standard,,15102.0,11.0
223946,Canada,Quebec,Tremblant,Female,Bachelor,91978.0,Divorced,Aurora,Standard,,56951.0,43.0
246911,Canada,Ontario,Toronto,Female,College,,Married,Star,Standard,,10999.0,5.0
250391,Canada,Ontario,Kingston,Male,High School or Below,76286.0,Married,Aurora,Standard,,14814.0,11.0
254230,Canada,Quebec,Montreal,Male,Bachelor,54417.0,Single,Aurora,Standard,,51176.0,36.0
280087,Canada,British Columbia,Vancouver,Female,Bachelor,90349.0,Divorced,Star,Standard,,32557.0,25.0
300818,Canada,British Columbia,Whistler,Male,College,,Single,Star,Standard,,65851.0,43.0
300960,Canada,British Columbia,Whistler,Female,College,,Married,Star,Standard,,68002.0,48.0
302056,Canada,Ontario,Kingston,Male,Bachelor,72770.0,Married,Aurora,Standard,,60632.0,42.0
305412,Canada,British Columbia,Vancouver,Male,Bachelor,59709.0,Married,Nova,Standard,,55166.0,38.0
308144,Canada,Alberta,Edmonton,Male,Bachelor,59009.0,Married,Nova,Standard,,36872.0,18.0
314258,Canada,Quebec,Tremblant,Male,Doctor,105345.0,Married,Star,Standard,,70096.0,46.0
314941,Canada,Manitoba,Winnipeg,Female,Bachelor,53751.0,Single,Aurora,Standard,,64965.0,44.0
315014,Canada,Quebec,Montreal,Male,Bachelor,56485.0,Married,Nova,2018 Promotion,,91977.0,38.0
317776,Canada,Newfoundland,St. John's,Male,Doctor,238930.0,Married,Star,Standard,,63646.0,44.0
346529,Canada,Quebec,Montreal,Female,College,,Single,Star,Standard,,69649.0,42.0
348143,Canada,Quebec,Tremblant,Female,Bachelor,51956.0,Married,Nova,2018 Promotion,,107622.0,60.0
354295,Canada,Quebec,Montreal,Male,Bachelor,55081.0,Married,Star,Standard,,56385.0,33.0
368391,Canada,Quebec,Hull,Male,Bachelor,39025.0,Single,Star,2018 Promotion,,114405.0,47.0
370450,Canada,Ontario,Thunder Bay,Female,High School or Below,62160.0,Married,Star,Standard,,56131.0,44.0
375792,Canada,Ontario,Kingston,Male,Bachelor,73135.0,Single,Star,Standard,,22176.0,18.0
383627,Canada,British Columbia,Vancouver,Female,High School or Below,55043.0,Married,Star,Standard,,63157.0,41.0
384328,Canada,Alberta,Edmonton,Female,College,,Single,Nova,Standard,,49853.0,28.0
384737,Canada,British Columbia,Victoria,Female,Bachelor,53360.0,Single,Aurora,Standard,,0.0,0.0
