loyalty_number,country,province,city,gender,education,salary,marital_status,loyalty_card,enrollment_type,enrollment_year,total_points,total_flights_taken
102311,Canada,Ontario,Toronto,Female,Bachelor,76485.0,Single,Star,Standard,,83581.0,51.0
130086,Canada,Quebec,Montreal,Female,Bachelor,74470.0,Married,Star,Standard,,63960.0,42.0
148810,Canada,Ontario,Toronto,Male,Bachelor,67460.0,Married,Nova,Standard,,0.0,0.0
153884,Canada,Nova Scotia,Halifax,Male,College,,Divorced,Star,Standard,,55936.0,34.0
163388,Canada,British Columbia,Whistler,Male,Bachelor,73455.0,Divorced,Nova,Standard,,80472.0,50.0
191656,Canada,Ontario,Trenton,Male,Bachelor,94610.0,Married,Aurora,Standard,,27997.0,20.0
193212,Canada,British Columbia,Vancouver,Female,Bachelor,104525.0,Single,Star,Standard,,47754.0,37.0
195368,Canada,Ontario,Toronto,Female,Bachelor,103430.0,Married,Aurora,Standard,,69317.0,43.0
212484,Canada,Ontario,Toronto,Male,Bachelor,65935.0,Divorced,Star,Standard,,30618.0,19.0
221205,Canada,Manitoba,Winnipeg,Female,Bachelor,59188.0,Married,Star,Standard,,70395.0,44.0
251779,Canada,Nova Scotia,Halifax,Male,Bachelor,58907.0,Married,Star,Standard,,41740.0,26.0
254940,Canada,British Columbia,Whistler,Female,College,,Single,Star,Standard,,52798.0,50.0
258358,Canada,Quebec,Montreal,Female,College,,Single,Star,Standard,,17559.0,8.0
270248,Canada,Quebec,Hull,Female,College,,Married,Star,Standard,,45715.0,25.0
278916,Canada,British Columbia,Vancouver,Male,Bachelor,79459.0,Married,Star,Standard,,43120.0,34.0
307859,Canada,British Columbia,Dawson Creek,Female,Bachelor,61259.0,Divorced,Star,Standard,,67940.0,41.0
313602,Canada,British Columbia,Vancouver,Female,Bachelor,65062.0,Married,Nova,Standard,,88616.0,51.0
324404,Canada,Quebec,Quebec City,Male,Bachelor,87782.0,Married,Star,Standard,,27217.0,21.0
352734,Canada,British Columbia,Vancouver,Female,Bachelor,51573.0,Single,Star,Standard,,0.0,0.0
369035,Canada,British Columbia,Dawson Creek,Female,Bachelor,64417.0,Single,Nova,Standard,,64362.0,44.0
369841,Canada,British Columbia,Vancouver,Female,Bachelor,95877.0,Married,Nova,Standard,,61437.0,35.0
419648,Canada,British Columbia,Whistler,Male,Bachelor,68691.0,Divorced,Aurora,Standard,,40107.0,21.0
421252,Canada,Ontario,Toronto,Female,Bachelor,72765.0,Single,Star,Standard,,5994.0,3.0
433477,Canada,Ontario,Kingston,Female,Doctor,151258.0,Married,Star,Standard,,4170.0,3.0
440967,Canada,Quebec,Quebec City,Female,High School or Below,79731.0,Married,Star,Standard,,37646.0,26.0
448774,Canada,British Columbia,Whistler,Male,College,,Single,Star,Standard,,39991.0,35.0
455758,Canada,Ontario,Toronto,Male,Bachelor,81892.0,Divorced,Aurora,Standard,,18620.0,15.0
465260,Canada,British Columbia,Vancouver,Female,Bachelor,89817.0,Married,Aurora,Standard,,107337.0,71.0
473758,Canada,British Columbia,Victoria,Male,Bachelor,48899.0,Married,Star,Standard,,68733.0,47.0
487605,Canada,British Columbia,Whistler,Female,Bachelor,61589.0,Married,Nova,Standard,,39559.0,37.0
494498,Canada,Ontario,Toronto,Male,Bachelor,98353.0,Married,Aurora,Standard,,61397.0,35.0
504403,Canada,Quebec,Tremblant,Female,Bachelor,83703.0,Married,Nova,Standard,,28347.0,26.0
519276,Canada,British Columbia,Vancouver,Female,High School or Below,80501.0,Single,Nova,Standard,,46063.0,33.0
527838,Canada,British Columbia,Vancouver,Female,College,,Married,Nova,Standard,,56170.0,34.0
