loyalty_number,country,province,city,gender,education,salary,marital_status,loyalty_card,enrollment_type,enrollment_year,total_points,total_flights_taken
132756,Canada,Quebec,Montreal,Female,Bachelor,75990.0,Married,Nova,Standard,,37518.0,28.0
157566,Canada,Alberta,Edmonton,Female,Bachelor,50412.0,Single,Nova,Standard,,1333.0,1.0
163260,Canada,British Columbia,Vancouver,Female,College,,Single,Aurora,Standard,,46181.0,32.0
170232,Canada,British Columbia,Victoria,Male,Bachelor,91877.0,Married,Star,Standard,,5118.0,3.0
192600,Canada,Ontario,Toronto,Female,Bachelor,78636.0,Married,Star,Standard,,40145.0,27.0
200012,Canada,Ontario,Toronto,Female,College,,Single,Star,Standard,,37550.0,23.0
201292,Canada,Ontario,Ottawa,Female,Bachelor,103118.0,Married,Nova,Standard,,65695.0,46.0
207500,Canada,Quebec,Montreal,Female,Bachelor,61589.0,Married,Star,Standard,,79647.0,51.0
218277,Canada,Quebec,Montreal,Male,High School or Below,71344.0,Divorced,Nova,Standard,,102110.0,61.0
244367,Canada,New Brunswick,Fredericton,Male,High School or Below,54773.0,Divorced,Nova,Standard,,74213.0,53.0
254161,Canada,Ontario,Toronto,Female,Bachelor,77010.0,Divorced,Star,Standard,,0.0,0.0
254567,Canada,Ontario,Toronto,Male,Bachelor,85881.0,Married,Star,Standard,,23562.0,17.0
284461,Canada,British Columbia,Whistler,Male,College,,Married,Star,Standard,,54280.0,29.0
285122,Canada,Ontario,Toronto,Female,College,,Single,Star,Standard,,56288.0,36.0
295387,Canada,British Columbia,Vancouver,Male,Bachelor,93649.0,Married,Star,Standard,,63462.0,42.0
300454,Canada,Quebec,Montreal,Female,Bachelor,100317.0,Divorced,Nova,2018 Promotion,,0.0,0.0
302467,Canada,British Columbia,Victoria,Female,Master,79329.0,Divorced,Nova,Standard,,41315.0,27.0
314413,Canada,New Brunswick,Moncton,Female,Bachelor,61809.0,Married,Star,Standard,,20512.0,15.0
317137,Canada,Quebec,Montreal,Female,Bachelor,39006.0,Single,Star,2018 Promotion,,187980.0,79.0
317260,Canada,Ontario,Thunder Bay,Female,College,,Married,Star,Standard,,43717.0,29.0
335964,Canada,British Columbia,Dawson Creek,Female,Bachelor,47643.0,Divorced,Nova,Standard,,46768.0,31.0
344669,Canada,British Columbia,Dawson Creek,Male,Bachelor,85833.0,Married,Nova,Standard,,4933.0,4.0
354438,Canada,Quebec,Montreal,Male,College,,Married,Star,Standard,,20632.0,12.0
364137,Canada,New Brunswick,Fredericton,Male,Bachelor,65935.0,Divorced,Aurora,Standard,,49791.0,41.0
389804,Canada,Alberta,Peace River,Male,College,,Married,Nova,Standard,,96947.0,60.0
397962,Canada,British Columbia,Dawson Creek,Female,Bachelor,92390.0,Married,Star,Standard,,0.0,0.0
403500,Canada,Ontario,Sudbury,Male,College,,Single,Star,Standard,,69495.0,47.0
413101,Canada,British Columbia,Vancouver,Female,Bachelor,79342.0,Married,Aurora,Standard,,63773.0,45.0
428020,Canada,British Columbia,Vancouver,Male,Bachelor,81249.0,Divorced,Nova,Standard,,60993.0,43.0
433307,Canada,Manitoba,Winnipeg,Male,Bachelor,90842.0,Married,Star,Standard,,11657.0,7.0
438746,Canada,British Columbia,Victoria,Male,Bachelor,70319.0,Single,Nova,Standard,,58057.0,40.0
440642,Canada,New Brunswick,Fredericton,Male,Bachelor,72031.0,Married,Nova,Standard,,53670.0,36.0
445839,Canada,Quebec,Montreal,Female,Bachelor,73015.0,Married,Nova,Standard,,36058.0,26.0
451711,Canada,Ontario,London,Female,Bachelor,88947.0,Married,Nova,Standard,,30558.0,23.0
477599,Canada,Ontario,Ottawa,Male,Bachelor,67768.0,Married,Star,Standard,,7560.0,4.0
488071,Canada,Quebec,Quebec City,Female,Bachelor,77914.0,Divorced,Nova,Standard,,75021.0,41.0
488811,Canada,Ontario,Sudbury,Male,Bachelor,28568.0,Married,Star,2018 Promotion,,70908.0,26.0
497784,Canada,British Columbia,Vancouver,Female,College,,Single,Aurora,Standard,,52191.0,40.0
499089,Canada,Quebec,Montreal,Female,Bachelor,65387.0,Divorced,Star,Standard,,64113.0,39.0
533950,Canada,Alberta,Edmonton,Female,Bachelor,58671.0,Married,Aurora,Standard,,43387.0,25.0
