loyalty_number,country,province,city,gender,education,salary,marital_status,loyalty_card,enrollment_type,enrollment_year,total_points,total_flights_taken
112733,Canada,British Columbia,West Vancouver,Female,Bachelor,78298.0,Married,Nova,Standard,,55364.0,46.0
113694,Canada,Saskatchewan,Regina,Female,College,,Divorced,Nova,Standard,,88235.0,53.0
114214,Canada,Quebec,Montreal,Female,College,,Married,Star,Standard,,20894.0,16.0
129817,Canada,Ontario,Toronto,Male,Bachelor,53681.0,Married,Star,Standard,,33031.0,28.0
133518,Canada,Ontario,Toronto,Male,College,,Single,Nova,Standard,,46286.0,38.0
160250,Canada,Quebec,Montreal,Female,High School or Below,50545.0,Married,Star,Standard,,65923.0,45.0
165224,Canada,Alberta,Peace River,Female,Bachelor,57510.0,Single,Star,Standard,,9828.0,5.0
183948,Canada,British Columbia,Vancouver,Female,Bachelor,56078.0,Married,Nova,Standard,,71684.0,46.0
209022,Canada,Ontario,Sudbury,Female,Bachelor,89435.0,Married,Aurora,Standard,,51953.0,33.0
212579,Canada,Quebec,Montreal,Female,College,,Married,Star,Standard,,6365.0,3.0
248752,Canada,Ontario,Kingston,Male,College,,Married,Star,Standard,,7841.0,7.0
265836,Canada,Quebec,Montreal,Female,Bachelor,64692.0,Single,Star,Standard,,46733.0,28.0
281075,Canada,British Columbia,Vancouver,Male,Bachelor,93855.0,Single,Star,Standard,,71569.0,43.0
283314,Canada,Ontario,Toronto,Female,Bachelor,72127.0,Married,Star,Standard,,0.0,0.0
285220,Canada,Saskatchewan,Regina,Male,Bachelor,75383.0,Married,Star,Standard,,59279.0,39.0
287254,Canada,Ontario,Trenton,Male,Bachelor,61518.0,Married,Star,Standard,,35789.0,22.0
297382,Canada,Quebec,Hull,Female,College,,Married,Star,Standard,,58650.0,41.0
298829,Canada,Ontario,Trenton,Male,College,,Married,Nova,Standard,,84900.0,54.0
317689,Canada,Ontario,Toronto,Female,Bachelor,52114.0,Married,Star,Standard,,0.0,0.0
340638,Canada,Quebec,Tremblant,Female,Bachelor,67412.0,Married,Nova,2018 Promotion,,38181.0,13.0
411298,Canada,British Columbia,Vancouver,Male,Bachelor,58311.0,Divorced,Star,Standard,,68761.0,45.0
420204,Canada,British Columbia,Whistler,Female,Bachelor,86920.0,Single,Star,Standard,,38436.0,28.0
462497,Canada,Ontario,Toronto,Female,Bachelor,85674.0,Married,Star,Standard,,0.0,0.0
478247,Canada,British Columbia,Vancouver,Male,Bachelor,93197.0,Married,Star,Standard,,67137.0,51.0
492090,Canada,Ontario,Toronto,Female,College,,Married,Star,2018 Promotion,,139800.0,49.0
498610,Canada,British Columbia,Vancouver,Female,College,,Married,Star,Standard,,22947.0,16.0
510841,Canada,British Columbia,Dawson Creek,Male,College,,Married,Star,Standard,,42532.0,29.0
536959,Canada,Newfoundland,St. John's,Female,College,,Married,Star,Standard,,0.0,0.0
553453,Canada,British Columbia,Vancouver,Female,College,,Divorced,Nova,Standard,,19818.0,15.0
558138,Canada,Saskatchewan,Regina,Female,Bachelor,56621.0,Married,Star,Standard,,6853.0,3.0
558543,Canada,Ontario,Thunder Bay,Female,Doctor,272532.0,Married,Nova,Standard,,42476.0,29.0
562404,Canada,Alberta,Peace River,Female,College,,Single,Nova,Standard,,48989.0,34.0
562588,Canada,Quebec,Montreal,Male,Bachelor,79745.0,Married,Nova,Standard,,14331.0,9.0
565040,Canada,Alberta,Edmonton,Female,College,,Married,Star,Standard,,59513.0,32.0
586365,Canada,Quebec,Montreal,Male,College,,Single,Star,Standard,,28083.0,22.0
589765,Canada,Ontario,Toronto,Female,Bachelor,104488.0,Single,Aurora,Standard,,52701.0,32.0
591731,Canada,Ontario,Toronto,Male,Bachelor,51370.0,Married,Star,Standard,,70582.0,47.0
611415,Canada,New Brunswick,Fredericton,Male,College,,Single,Nova,Standard,,56658.0,36.0
614830,Canada,Ontario,Toronto,Male,College,,Single,Aurora,Standard,,118184.0,68.0
618300,Canada,Ontario,Toronto,Male,Bachelor,81720.0,Married,Star,Standard,,40818.0,31.0
628180,Canada,Quebec,Hull,Female,Bachelor,61743.0,Married,Star,Standard,,56146.0,35.0
635225,Canada,British Columbia,Vancouver,Female,Bachelor,78573.0,Divorced,Star,Standard,,58466.0,41.0
645635,Canada,Nova Scotia,Halifax,Male,Bachelor,89051.0,Married,Nova,Standard,,0.0,0.0
648533,Canada,Nova Scotia,Halifax,Female,High School or Below,40070.0,Married,Star,Standard,,52538.0,31.0
662973,Canada,Ontario,Toronto,Male,Master,123841.0,Married,Aurora,Standard,,48927.0,32.0
710003,Canada,Ontario,London,Male,Bachelor,56154.0,Single,Aurora,Standard,,0.0,0.0
723091,Canada,Manitoba,Winnipeg,Female,College,,Married,Star,Standard,,57766.0,33.0
726848,Canada,Manitoba,Winnipeg,Male,Bachelor,87889.0,Married,Nova,Standard,,37883.0,31.0
728316,Canada,Ontario,Trenton,Female,Bachelor,65885.0,Married,Nova,Standard,,30598.0,18.0
731373,Canada,New Brunswick,Moncton,Male,Bachelor,87635.0,Married,Nova,Standard,,0.0,0.0
740762,Canada,Ontario,Toronto,Male,Bachelor,97502.0,Married,Star,Standard,,87831.0,57.0
744204,Canada,Alberta,Edmonton,Female,Bachelor,66856.0,Married,Nova,Standard,,78872.0,53.0
745901,Canada,Ontario,Toronto,Female,College,,Single,Star,2018 Promotion,,155577.0,86.0
772381,Canada,Ontario,Toronto,Male,Bachelor,78691.0,Married,Nova,Standard,,74302.0,44.0
781052,Canada,British Columbia,Vancouver,Female,College,,Single,Nova,Standard,,72950.0,41.0
803587,Canada,Ontario,Trenton,Female,Bachelor,98209.0,Single,Star,Standard,,25108.0,18.0
817609,Canada,Ontario,Toronto,Female,Bachelor,86215.0,Married,Nova,Standard,,42252.0,33.0
847312,Canada,Newfoundland,St. John's,Male,Bachelor,22313.0,Married,Aurora,2018 Promotion,,29136.0,9.0
847502,Canada,Prince Edward Island,Charlottetown,Male,Bachelor,46720.0,Married,Star,Standard,,24477.0,14.0
869133,Canada,Ontario,Toronto,Male,College,,Single,Star,Standard,,43157.0,39.0
882544,Canada,Quebec,Montreal,Female,Bachelor,72880.0,Married,Aurora,Standard,,40384.0,30.0
931183,Canada,Ontario,Toronto,Female,College,,Single,Star,Standard,,48279.0,41.0
951389,Canada,Ontario,Toronto,Male,Bachelor,55613.0,Married,Aurora,Standard,,47580.0,28.0
961455,Canada,Ontario,Ottawa,Female,Bachelor,74135.0,Married,Star,Standard,,0.0,0.0
979598,Canada,Quebec,Montreal,Male,Bachelor,50895.0,Married,Nova,Standard,,58220.0,39.0
981664,Canada,British Columbia,Vancouver,Female,High School or Below,55043.0,Married,Star,Standard,,86573.0,52.0
992986,Canada,Quebec,Hull,Female,College,,Single,Aurora,Standard,,64995.0,42.0
995777,Canada,Ontario,Toronto,Male,Bachelor,54174.0,Single,Star,Standard,,61874.0,46.0
