loyalty_number,country,province,city,gender,education,salary,marital_status,loyalty_card,enrollment_type,enrollment_year,total_points,total_flights_taken
109896,Canada,Manitoba,Winnipeg,Female,College,,Single,Star,Standard,,62398.0,42.0
112142,Canada,Ontario,Thunder Bay,Male,Bachelor,93073.0,Single,Aurora,Standard,,56357.0,39.0
117618,Canada,Newfoundland,St. John's,Male,High School or Below,67024.0,Married,Star,Standard,,39486.0,29.0
123944,Canada,Nova Scotia,Halifax,Male,High School or Below,73479.0,Married,Aurora,Standard,,38429.0,23.0
128039,Canada,Saskatchewan,Regina,Male,Bachelor,94052.0,Married,Star,Standard,,61825.0,43.0
129827,Canada,Ontario,Ottawa,Female,Doctor,133881.0,Divorced,Nova,Standard,,36828.0,29.0
136232,Canada,Ontario,Ottawa,Male,College,,Divorced,Nova,Standard,,62116.0,36.0
148381,Canada,Newfoundland,St. John's,Female,Bachelor,52213.0,Married,Star,Standard,,79583.0,46.0
156071,Canada,Quebec,Montreal,Female,Bachelor,53075.0,Married,Star,2018 Promotion,,0.0,0.0
159531,Canada,Saskatchewan,Regina,Male,Bachelor,57809.0,Divorced,Star,Standard,,56082.0,41.0
165019,Canada,British Columbia,Victoria,Male,Doctor,251861.0,Married,Star,Standard,,59352.0,40.0
181184,Canada,Quebec,Montreal,Female,Bachelor,46607.0,Married,Aurora,Standard,,72640.0,47.0
190716,Canada,Ontario,Toronto,Female,Bachelor,87262.0,Married,Nova,Standard,,54404.0,32.0
199809,Canada,Ontario,Ottawa,Female,College,,Single,Star,Standard,,45287.0,30.0
202859,Canada,British Columbia,West Vancouver,Female,Bachelor,86388.0,Single,Aurora,Standard,,48219.0,27.0
203306,Canada,Ontario,Toronto,Male,Bachelor,49343.0,Divorced,Nova,2018 Promotion,,114927.0,42.0
220139,Canada,Alberta,Calgary,Male,Bachelor,71321.0,Married,Nova,Standard,,0.0,0.0
230687,Canada,British Columbia,Vancouver,Male,College,,Married,Aurora,Standard,,19467.0,13.0
235885,Canada,Quebec,Tremblant,Female,Bachelor,53337.0,Married,Star,Standard,,62086.0,32.0
238367,Canada,Ontario,Toronto,Male,Bachelor,79614.0,Married,Star,Standard,,23897.0,16.0
245671,Canada,British Columbia,West Vancouver,Male,Bachelor,88478.0,Married,Nova,Standard,,0.0,0.0
246117,Canada,British Columbia,Whistler,Female,Bachelor,87109.0,Single,Nova,Standard,,12983.0,9.0
247833,Canada,Ontario,Thunder Bay,Female,College,,Married,Nova,Standard,,5190.0,5.0
260712,Canada,Nova Scotia,Halifax,Female,Bachelor,60672.0,Married,Star,Standard,,23652.0,15.0
273357,Canada,Ontario,Toronto,Female,College,,Single,Aurora,Standard,,65113.0,42.0
276152,Canada,Ontario,Kingston,Female,College,,Single,Star,Standard,,47076.0,37.0
292617,Canada,British Columbia,Dawson Creek,Female,College,,Married,Nova,Standard,,49171.0,42.0
303396,Canada,Ontario,Ottawa,Female,Bachelor,49446.0,Married,Nova,Standard,,0.0,0.0
313473,Canada,Ontario,Trenton,Female,College,,Single,Nova,Standard,,68892.0,44.0
314742,Canada,Nova Scotia,Halifax,Male,College,,Single,Nova,Standard,,47311.0,30.0
322606,Canada,Ontario,Toronto,Female,Bachelor,81786.0,Single,Aurora,Standard,,58256.0,35.0
327910,Canada,Alberta,Calgary,Male,Bachelor,83889.0,Married,Nova,Standard,,59667.0,42.0
342836,Canada,British Columbia,Whistler,Female,Bachelor,104125.0,Married,Nova,Standard,,28835.0,18.0
346499,Canada,Ontario,Toronto,Female,Bachelor,59169.0,Married,Nova,Standard,,23701.0,14.0
351292,Canada,Ontario,Toronto,Male,Bachelor,88055.0,Married,Star,Standard,,11839.0,8.0
404801,Canada,Ontario,Trenton,Female,Bachelor,65062.0,Married,Aurora,Standard,,13380.0,12.0
423336,Canada,Quebec,Quebec City,Male,College,,Married,Nova,Standard,,38508.0,28.0
433510,Canada,Quebec,Montreal,Male,Bachelor,59576.0,Married,Star,Standard,,69980.0,54.0
447925,Canada,Saskatchewan,Regina,Female,Bachelor,73521.0,Single,Nova,Standard,,49960.0,31.0
452208,Canada,Ontario,Ottawa,Female,Bachelor,85731.0,Divorced,Nova,Standard,,59855.0,33.0
466865,Canada,Quebec,Montreal,Female,College,,Married,Star,Standard,,40110.0,31.0
467361,Canada,Alberta,Edmonton,Female,College,,Married,Star,Standard,,37238.0,27.0
