loyalty_number,country,province,city,gender,education,salary,marital_status,loyalty_card,enrollment_type,enrollment_year,total_points,total_flights_taken
115427,Canada,Quebec,Montreal,Female,Bachelor,95967.0,Married,Nova,Standard,,61723.0,46.0
117053,Canada,British Columbia,Vancouver,Female,Bachelor,74994.0,Married,Aurora,Standard,,67867.0,36.0
117832,Canada,Quebec,Montreal,Male,College,,Divorced,Star,Standard,,0.0,0.0
123908,Canada,Quebec,Quebec City,Male,College,,Single,Nova,Standard,,39080.0,22.0
140077,Canada,Nova Scotia,Halifax,Male,High School or Below,27588.0,Single,Star,2018 Promotion,,155424.0,65.0
183885,Canada,Alberta,Banff,Female,College,,Single,Star,Standard,,0.0,0.0
184306,Canada,British Columbia,Vancouver,Male,Bachelor,53866.0,Married,Star,Standard,,62918.0,39.0
207860,Canada,Manitoba,Winnipeg,Male,College,,Single,Nova,Standard,,20230.0,18.0
240886,Canada,Quebec,Montreal,Male,Bachelor,78660.0,Married,Nova,Standard,,46327.0,30.0
241990,Canada,British Columbia,Vancouver,Female,Bachelor,55123.0,Single,Nova,Standard,,0.0,0.0
255767,Canada,British Columbia,Vancouver,Male,College,,Single,Star,Standard,,1902.0,1.0
278164,Canada,Ontario,Toronto,Female,Bachelor,60216.0,Single,Aurora,Standard,,67983.0,55.0
295217,Canada,Ontario,Toronto,Female,Doctor,67411.0,Divorced,Star,Standard,,51310.0,29.0
297306,Canada,Ontario,Toronto,Female,Bachelor,89745.0,Married,Nova,Standard,,68824.0,33.0
300676,Canada,Ontario,Thunder Bay,Female,College,,Single,Star,Standard,,65921.0,43.0
318753,Canada,British Columbia,Vancouver,Male,Bachelor,96572.0,Divorced,Nova,Standard,,18597.0,16.0
352702,Canada,Quebec,Hull,Male,Bachelor,52204.0,Married,Nova,Standard,,64107.0,45.0
354461,Canada,British Columbia,Vancouver,Female,Bachelor,90265.0,Married,Star,Standard,,82761.0,53.0
383891,Canada,British Columbia,Vancouver,Male,Bachelor,54457.0,Divorced,Star,Standard,,74638.0,47.0
387553,Canada,British Columbia,West Vancouver,Female,Bachelor,72157.0,Divorced,Nova,Standard,,22267.0,19.0
394363,Canada,New Brunswick,Fredericton,Male,College,,Single,Nova,Standard,,8488.0,8.0
401857,Canada,British Columbia,Vancouver,Female,Bachelor,48683.0,Married,Nova,Standard,,55423.0,38.0
412854,Canada,British Columbia,Vancouver,Female,College,,Single,Star,Standard,,67597.0,41.0
437022,Canada,Quebec,Montreal,Female,Bachelor,95061.0,Married,Aurora,Standard,,61910.0,38.0
451469,Canada,Ontario,Toronto,Female,Bachelor,69584.0,Married,Star,Standard,,58830.0,43.0
475974,Canada,Ontario,Toronto,Male,Bachelor,65094.0,Married,Nova,Standard,,63403.0,42.0
479198,Canada,British Columbia,Dawson Creek,Male,Bachelor,60184.0,Married,Nova,Standard,,28113.0,22.0
506400,Canada,New Brunswick,Moncton,Male,Bachelor,72820.0,Married,Star,2018 Promotion,,107490.0,60.0
512615,Canada,Ontario,Kingston,Male,Bachelor,55583.0,Married,Star,Standard,,78002.0,49.0
518064,Canada,Quebec,Hull,Female,Bachelor,86501.0,Married,Star,Standard,,40943.0,26.0
549541,Canada,Quebec,Montreal,Male,Bachelor,75827.0,Married,Star,Standard,,40619.0,31.0
552328,Canada,British Columbia,Vancouver,Female,Bachelor,68308.0,Single,Star,Standard,,48358.0,35.0
574688,Canada,British Columbia,Vancouver,Male,Bachelor,91700.0,Divorced,Aurora,Standard,,0.0,0.0
587480,Canada,Ontario,Toronto,Male,Doctor,193840.0,Married,Star,Standard,,82187.0,49.0
611582,Canada,Quebec,Montreal,Female,Bachelor,72312.0,Married,Nova,Standard,,36011.0,31.0
615439,Canada,Manitoba,Winnipeg,Male,Doctor,109664.0,Single,Star,Standard,,113411.0,72.0
