loyalty_number,country,province,city,gender,education,salary,marital_status,loyalty_card,enrollment_type,enrollment_year,total_points,total_flights_taken
106589,Canada,British Columbia,Vancouver,Male,High School or Below,71630.0,Married,Star,Standard,,0.0,0.0
107037,Canada,British Columbia,Dawson Creek,Female,Bachelor,62780.0,Married,Aurora,Standard,,37882.0,31.0
114983,Canada,British Columbia,Whistler,Female,Doctor,71198.0,Married,Star,Standard,,44033.0,27.0
132337,Canada,Ontario,Toronto,Female,Bachelor,74825.0,Single,Nova,Standard,,42528.0,30.0
138768,Canada,Ontario,Trenton,Female,Bachelor,61253.0,Divorced,Star,Standard,,92229.0,59.0
159525,Canada,New Brunswick,Fredericton,Male,Bachelor,71498.0,Married,Star,Standard,,62722.0,43.0
161338,Canada,Ontario,Toronto,Male,Bachelor,52635.0,Single,Aurora,Standard,,45495.0,35.0
166677,Canada,British Columbia,Vancouver,Female,Bachelor,57870.0,Married,Nova,Standard,,30066.0,26.0
166938,Canada,British Columbia,Victoria,Female,Bachelor,47695.0,Married,Nova,Standard,,59604.0,34.0
175017,Canada,British Columbia,Whistler,Female,College,,Married,Nova,Standard,,48912.0,32.0
227398,Canada,Ontario,Toronto,Male,Bachelor,52220.0,Married,Aurora,Standard,,12464.0,7.0
233831,Canada,Ontario,Ottawa,Male,Bachelor,85521.0,Married,Aurora,Standard,,0.0,0.0
239955,Canada,Quebec,Hull,Female,Bachelor,-47310.0,Married,Nova,2018 Promotion,,178821.0,83.0
255653,Canada,Ontario,Toronto,Female,Doctor,250253.0,Divorced,Nova,Standard,,51086.0,31.0
258860,Canada,Ontario,Toronto,Male,Bachelor,61809.0,Married,Star,Standard,,61180.0,43.0
263812,Canada,Quebec,Hull,Male,College,,Divorced,Star,Standard,,65232.0,45.0
267474,Canada,British Columbia,Vancouver,Male,Bachelor,81975.0,Single,Aurora,Standard,,34188.0,28.0
269775,Canada,Ontario,Sudbury,Female,Bachelor,83798.0,Married,Star,Standard,,24894.0,20.0
274535,Canada,Ontario,Toronto,Female,Bachelor,64612.0,Married,Star,Standard,,30736.0,18.0
291336,Canada,Manitoba,Winnipeg,Female,Bachelor,89122.0,Married,Star,Standard,,42420.0,28.0
298156,Canada,Ontario,Toronto,Male,Bachelor,75990.0,Married,Nova,Standard,,2529.0,3.0
298853,Canada,Ontario,Toronto,Female,Bachelor,102403.0,Married,Nova,Standard,,50408.0,34.0
299464,Canada,Ontario,Ottawa,Female,High School or Below,78318.0,Married,Aurora,Standard,,52099.0,35.0
300051,Canada,British Columbia,Vancouver,Male,Bachelor,98313.0,Married,Nova,Standard,,53677.0,40.0
304080,Canada,British Columbia,Whistler,Female,Bachelor,72936.0,Divorced,Aurora,Standard,,11442.0,5.0
323068,Canada,Ontario,Kingston,Female,Bachelor,75638.0,Married,Nova,Standard,,55654.0,37.0
332225,Canada,Quebec,Quebec City,Male,Master,128111.0,Single,Nova,Standard,,52910.0,39.0
369795,Canada,British Columbia,Vancouver,Female,Bachelor,58714.0,Married,Star,Standard,,33544.0,21.0
374266,Canada,British Columbia,Vancouver,Male,Bachelor,56699.0,Married,Aurora,Standard,,76144.0,56.0
379572,Canada,Quebec,Montreal,Female,Bachelor,69753.0,Married,Star,Standard,,91894.0,53.0
381189,Canada,British Columbia,Vancouver,Female,Bachelor,59429.0,Divorced,Star,Standard,,64339.0,52.0
382889,Canada,British Columbia,Vancouver,Female,Bachelor,70548.0,Divorced,Star,2018 Promotion,,64137.0,34.0
385092,Canada,British Columbia,Whistler,Female,Bachelor,86274.0,Married,Star,2018 Promotion,,231432.0,102.0
396018,Canada,New Brunswick,Fredericton,Female,College,,Single,Aurora,Standard,,54101.0,35.0
420243,Canada,British Columbia,Vancouver,Female,College,,Single,Star,Standard,,4890.0,3.0
420434,Canada,British Columbia,West Vancouver,Female,Bachelor,75443.0,Married,Nova,Standard,,50863.0,38.0
424139,Canada,British Columbia,Vancouver,Male,Bachelor,51510.0,Married,Nova,Standard,,36262.0,31.0
